brand,model,year,price,mileage,exterior_color,interior_color,fuel_type,engine,transmission,city_mpg,hwy_mpg
Kia, Optima LX,2016,12984,52988,Titanium Gray,black,Gasoline,2.4L I4 DGI DOHC,6-Speed Automatic with Sportmatic,24,35
Kia, Rio S,2019,13599,2417,Clear White,Black,Gasoline,1.6L I4 16V GDI DOHC,6-Speed Automatic,28,37
Kia, Optima LX,2018,14599,13243,Snow White Pearl,Black,Gasoline,2.4L I4 16V GDI DOHC,6-Speed Automatic,25,36
Kia, Optima Hybrid EX,2016,16499,22951,Aluminum Silver,Black,Hybrid,2.4L I4 16V MPFI DOHC Hybrid,6-Speed Automatic,35,39
Kia, Optima SX Turbo,2015,16995,38624,Snow White Pearl,Black,Gasoline,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,20,31
Kia, Forte LX,2016,9299,43593,Aurora Black Pearl,Gray,Gasoline,1.8L I4 16V MPFI DOHC,6-Speed Automatic,25,37
Kia, Optima LX,2015,10399,49456,Gray,Gray,Gasoline,2.4L I4 16V GDI DOHC,6-Speed Automatic,23,34
Kia, Optima LX,2015,10799,50040,Metal Bronze,Beige,Gasoline,2.4L I4 16V GDI DOHC,6-Speed Automatic,23,34
Kia, Optima Hybrid EX,2016,12999,52834,Aurora Black,Black,Hybrid,2.4L I4 16V MPFI DOHC Hybrid,6-Speed Automatic,35,39
Kia, Optima SX Turbo,2016,18997,9820,Remington Red,Black,Gasoline,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,22,32
Kia, Optima Hybrid EX,2014,9997,107403,Aurora Black Pearl,Beige,Hybrid,2.4L I4 16V MPFI DOHC Hybrid,6-Speed Automatic,35,39
Kia, Optima EX,2015,17197,24071,Red,,Gasoline,2.4L I4 16V GDI DOHC,6-Speed Automatic,23,34
Kia, Forte LX,2016,12195,34840,White,,Gasoline,1.8L I4 16V MPFI DOHC,6-Speed Automatic,25,37
Kia, Forte LX,2018,13795,34877,Blue,,Gasoline,2.0L I4 16V MPFI DOHC,6-Speed Automatic,25,34
Kia, Optima LX,2015,11895,53725,Black,,Gasoline,2.4L I4 16V GDI DOHC,6-Speed Automatic,23,34
Kia, Optima EX,2016,17297,28596,Blue,,Gasoline,2.4L I4 16V GDI DOHC,6-Speed Automatic,24,35
Kia, Forte LX,2015,11395,34082,Black,,Gasoline,1.8L I4 16V MPFI DOHC,6-Speed Automatic,25,37
Kia, Optima LX,2015,12395,39144,White,,Gasoline,2.4L I4 16V GDI DOHC,6-Speed Automatic,23,34
Kia, Optima LX,2015,12295,40036,Gray,,Gasoline,2.4L I4 16V GDI DOHC,6-Speed Automatic,23,34
Kia, Optima LX,2015,12495,40049,Black,,Gasoline,2.4L I4 16V GDI DOHC,6-Speed Automatic,23,34
Kia, Forte LX,2016,11895,41285,Silver,,Gasoline,1.8L I4 16V MPFI DOHC,6-Speed Automatic,25,37
Kia, Forte LX,2016,11795,41885,Black,,Gasoline,1.8L I4 16V MPFI DOHC,6-Speed Automatic,25,37
Kia, Optima Hybrid HYBRID,2015,13095,43382,White,,Hybrid,2.4L I4 16V MPFI DOHC Hybrid,6-Speed Automatic,,
Kia, Forte EX,2015,13295,43543,White,,Gasoline,2.0L I4 16V GDI DOHC,6-Speed Automatic,25,36
Kia, Optima LX,2015,12195,43678,Silver,,Gasoline,2.4L I4 16V GDI DOHC,6-Speed Automatic,23,34
Kia, Forte LX,2016,11795,45747,Red,,Gasoline,1.8L I4 16V MPFI DOHC,6-Speed Automatic,25,37
Kia, Forte LX,2016,11195,45758,Silver,,Gasoline,1.8L I4 16V MPFI DOHC,6-Speed Automatic,25,37
Kia, Optima LX,2016,12895,46237,Silver,,Gasoline,2.4L I4 16V GDI DOHC,6-Speed Automatic,24,35
Kia, Forte EX,2015,11295,57902,Silver,,Gasoline,2.0L I4 16V GDI DOHC,6-Speed Automatic,25,36
Kia, Forte EX,2016,13295,57906,Red,,Gasoline,2.0L I4 16V GDI DOHC,6-Speed Automatic,24,35
Kia, Optima Hybrid EX,2015,12895,61804,Blue,,Hybrid,2.4L I4 16V MPFI DOHC Hybrid,6-Speed Automatic,35,39
